id,json,video_saved_as,label_source
84,VXPAKOKS240328380.json,"VXPAKOKS240328380-본인이맞는지확인할수있는주민등록증이나운전면허증,도장을챙겨가야해요.npz (skipped)",gloss
85,VXPAKOKS240328390.json,VXPAKOKS240328390-가족이대신예금을만들고싶다면대리인의주민등록증을가져가야해요.npz (skipped),gloss
86,VXPAKOKS240328400.json,VXPAKOKS240328400-대리인이가족이라면예금의주인과대리인이가족이맞는지확인할수있는서류가필요해요.npz (skipped),gloss
87,VXPAKOKS240328410.json,VXPAKOKS240328410-은행에가지않고휴대전화로예금에가입할수있는지여쭤보고싶어요.npz (skipped),gloss
88,VXPAKOKS240328420.json,VXPAKOKS240328420-통장이있다면은행에가지않고휴대전화로예금과적금에가입할수있어요.npz (skipped),gloss
89,VXPAKOKS240328430.json,"VXPAKOKS240328430-휴대전화로만가입할수있는예금이있는데,1만원부터3천만원까지맡길수있어요.npz (skipped)",gloss
90,VXPAKOKS240328440.json,VXPAKOKS240328440-은행애플리케이션에서6개월이상3년이하의예금을가입할수있어요.npz (skipped),gloss
91,VXPAKOKS240328450.json,VXPAKOKS240328450-휴대전화로예금에가입하는것은간단한방법이라서사람들이자주이용해요.npz (skipped),gloss
92,VXPAKOKS240328460.json,"VXPAKOKS240328460-돈을모으려면적금에가입하라던데,적금이무엇인지자세히설명해주세요.npz (skipped)",gloss
93,VXPAKOKS240328470.json,VXPAKOKS240328470-적금은자신이원하는날짜에돈을저축하여원금과이자를함께받는상품이에요.npz (skipped),gloss
94,VXPAKOKS240328480.json,VXPAKOKS240328480-적금을만들면자신이목표한금액을모으는데도움이돼요.npz (skipped),gloss
95,VXPAKOKS240328490.json,"VXPAKOKS240328490-결혼자금을모으거나자녀학자금,노후준비를위해적금을만들어야해요.npz (skipped)",gloss
96,VXPAKOKS240328500.json,"VXPAKOKS240328500-정기적금은원하는기간에원하는금액을모으는것으로,만기전에는출금할수없어요.npz (skipped)",gloss
97,VXPAKOKS240328510.json,"VXPAKOKS240328510-자유적금은자신이원하는금액을저금할수있어서,돈관리하기에좋아요.npz (skipped)",gloss
98,VXPAKOKS240328520.json,VXPAKOKS240328520-자신의목표와경제적인상황에맞는적금을선택하여저축하는습관을만드세요.npz (skipped),gloss
99,VXPAKOKS240328530.json,VXPAKOKS240328530-적금을가입한후생길수있는문제에대해설명해주세요.npz (skipped),gloss
100,VXPAKOKS240328540.json,"VXPAKOKS240328540-적금은돈을모을수있는좋은방법이되지만,단점도있으니알려드릴게요.npz (skipped)",gloss
101,VXPAKOKS240328550.json,VXPAKOKS240328550-적금의단점은이자율이높지않고물가가올라가면수익률이낮아진다는거예요.npz (skipped),gloss
102,VXPAKOKS240328560.json,"VXPAKOKS240328560-은행과약속한기간에는돈을인출할수없고,돈을인출하더라도이자에손실이생겨요.npz (skipped)",gloss
103,VXPAKOKS240328570.json,VXPAKOKS240328570-급하게돈을인출해야하는상황이발생한다면불편한점이생겨요.npz (skipped),gloss
104,VXPAKOKS240328580.json,VXPAKOKS240328580-적금으로받게되는이자에는세금이붙는다는단점이있어요.npz (skipped),gloss
105,VXPAKOKS240328590.json,"VXPAKOKS240328590-은행상품을보니적금과예금이있던데,두상품에차이가무엇인가요.npz (skipped)",gloss
106,VXPAKOKS240328600.json,VXPAKOKS240328600-적금은은행과약속한기간에자신이원하는금액을저축하는상품을말해요.npz (skipped),gloss
107,VXPAKOKS240328610.json,VXPAKOKS240328610-은행과약속한기간에돈을저축하면고정된이자율을받는상품이에요.npz (skipped),gloss
108,VXPAKOKS240328620.json,VXPAKOKS240328620-돈을모으기위해1년이상저축을하고싶다면적금을선택하세요.npz (skipped),gloss
109,VXPAKOKS240328630.json,"VXPAKOKS240328630-적금은은행에서만들수있는데,1개월부터5년까지적금기간을신청할수있어요.npz (skipped)",gloss
110,VXPAKOKS240328640.json,VXPAKOKS240328640-적금을만들때가입기간과금액을미리결정하게돼요.npz (skipped),gloss
111,VXPAKOKS240328650.json,"VXPAKOKS240328650-적금에가입한기간이1년이상일때,더많은이자를받게돼요.npz (skipped)",gloss
112,VXPAKOKS240328660.json,VXPAKOKS240328660-은행에서예금에처음가입할때백만원이상맡길수있어요.npz (skipped),gloss
113,VXPAKOKS240328670.json,VXPAKOKS240328670-적금은은행과약속한기간에돈을인출하지못하는단점이있어요.npz (skipped),gloss
114,VXPAKOKS240328680.json,"VXPAKOKS240328680-예금은은행과약속한기간에입출금이가능하지만,이자가줄어드는단점이있어요.npz (skipped)",gloss
115,VXPAKOKS240328690.json,VXPAKOKS240328690-적금과예금은자신의자금상황과목표에맞게선택하는것이중요해요.npz (skipped),gloss
116,VXPAKOKS240328700.json,"VXPAKOKS240328700-돈을모으고싶다면적금을선택하고,입출금을자주한다면예금을선택하세요.npz (skipped)",gloss
117,VXPAKOKS240328710.json,VXPAKOKS240328710-급하게돈이필요할때바로적금을해지할수있는지알고싶어요.npz (skipped),gloss
118,VXPAKOKS240328720.json,"VXPAKOKS240328720-적금을해지할수있지만,적금을해지하기전에확인할것이있어요.npz (skipped)",gloss
119,VXPAKOKS240328730.json,"VXPAKOKS240328730-적금가입기간도중에해지하면,당초이율보다낮은이율이적용돼요.npz (skipped)",gloss
120,VXPAKOKS240328740.json,"VXPAKOKS240328740-해지하기전에이율을꼭확인하고,손실이얼마인지확인해야해요.npz (skipped)",gloss
121,VXPAKOKS240328750.json,"VXPAKOKS240328750-해지수수료가있는지미리확인하고,수수료가있다면그비용도생각해야해요.npz (skipped)",gloss
122,VXPAKOKS240328760.json,"VXPAKOKS240328760-급하게돈이필요하면적금을해지하기보다는,필요한금액만인출하는게좋아요.npz (skipped)",gloss
123,VXPAKOKS240328770.json,"VXPAKOKS240328770-필요한금액만인출하고,남은돈에대해서는이자를받을수있어요.npz (skipped)",gloss
124,VXPAKOKS240328780.json,VXPAKOKS240328780-만기까지적금을유지하는게적금의이자손실을줄이는좋은방법이에요.npz (skipped),gloss
125,VXPAKOKS240328790.json,"VXPAKOKS240328790-수술비용을준비하기위해적금을해지해야한다면,이자손실을줄이는방법을선택하세요.npz (skipped)",gloss
126,VXPAKOKS240328800.json,VXPAKOKS240328800-제가은행에가지않고적금을해지할수있는지알고싶어요.npz (skipped),gloss
127,VXPAKOKS240328810.json,VXPAKOKS240328810-은행에가지않아도휴대전화애플리케이션을통해적금을해지할수있어요.npz (skipped),gloss
128,VXPAKOKS240328820.json,VXPAKOKS240328820-여러가지적금의이자율을한번에확인할수있는방법이있나요.npz (skipped),gloss
129,VXPAKOKS240328830.json,VXPAKOKS240328830-은행에방문하거나홈페이지통해적금에대한정보를한번에확인할수있어요.npz (skipped),gloss
130,VXPAKOKS240328840.json,VXPAKOKS240328840-홈페이지에서이자율을비교하는데도움이되는적금계산기를사용할수있어요.npz (skipped),gloss
131,VXPAKOKS240328850.json,VXPAKOKS240328850-적금계산기를사용하면금액에따른이자를간단하게계산할수있는장점이있어요.npz (skipped),gloss
132,VXPAKOKS240328860.json,VXPAKOKS240328860-이자율비교는적금상품을선택할때꼭확인해야해요.npz (skipped),gloss
133,VXPAKOKS240328870.json,VXPAKOKS240328870-이자율이외에도적금에관한조건을자세히확인하는게좋아요.npz (skipped),gloss
134,VXPAKOKS240328880.json,VXPAKOKS240328880-제가적금에가입할때주의해야할점은무엇인지알고싶어요.npz (skipped),gloss
135,VXPAKOKS240328890.json,VXPAKOKS240328890-적금은안전한금융상품중하나이지만위험한점이있는지확인해야해요.npz (skipped),gloss
136,VXPAKOKS240328900.json,VXPAKOKS240328900-은행이원하는금액으로가입하면예금보다높은이자를받게돼요.npz (skipped),gloss
137,VXPAKOKS240328910.json,"VXPAKOKS240328910-급한돈이필요해서적금을해지해야한다면,원금에대한손실이생겨요.npz (skipped)",gloss
138,VXPAKOKS240328920.json,VXPAKOKS240328920-적금가입기간중간에해지할수있는지자세히알아야해요.npz (skipped),gloss
139,VXPAKOKS240328930.json,VXPAKOKS240328930-적금의만기날짜가지나면은행에서정한이자를받지못해요.npz (skipped),gloss
140,VXPAKOKS240328940.json,VXPAKOKS240328940-만기날짜가지나기전에적금을쓸방법을찾는게좋아요.npz (skipped),gloss
141,VXPAKOKS240328950.json,"VXPAKOKS240328950-적금가입이고민된다면,은행직원이나전문가와상담하는게좋아요.npz (skipped)",gloss
142,VXPAKOKS240328960.json,"VXPAKOKS240328960-적금을만들고싶은데,이자율이높은은행을알려줄수있어.npz (skipped)",gloss
143,VXPAKOKS240328970.json,VXPAKOKS240328970-한국은행에서4월에만든적금이자율이4퍼센트보다높다고했어.npz (skipped),gloss
144,VXPAKOKS240328980.json,"VXPAKOKS240328980-적금의만기날짜를잊어버렸는데,만기날짜확인방법을자세히알고싶어요.npz (skipped)",gloss
145,VXPAKOKS240328990.json,VXPAKOKS240328990-은행의홈페이지나애플리케이션에서적금에가입할때설정한만기일을확인할수있어.npz (skipped),gloss
146,VXPAKOKS240329000.json,"VXPAKOKS240329000-적금이자에세금이붙는다고하던데,세금계산하는방법을알려줄수있어.npz (skipped)",gloss
147,VXPAKOKS240329010.json,"VXPAKOKS240329010-이자에붙는세금은15.4퍼센트인데,이자를계산할때꼭확인해야해.npz (skipped)",gloss
148,VXPAKOKS240329020.json,"VXPAKOKS240329020-직접적금이자를계산하기어려운데,간단하게이자계산하는방법이있을까.npz (skipped)",gloss
149,VXPAKOKS240329030.json,"VXPAKOKS240329030-은행홈페이지나,애플리케이션에이자계산기가있으니사용해보는게좋을것같아.npz (skipped)",gloss
150,VXPAKOKS240329040.json,VXPAKOKS240329040-네가가입한적금만기됐을때직접은행에서돈을돌려받았어.npz (skipped),gloss
151,VXPAKOKS240329050.json,VXPAKOKS240329050-적금가입기간이끝나면바로내통장에돈이입금되서은행에가지않았어.npz (skipped),gloss
152,VXPAKOKS240329060.json,VXPAKOKS240329060-한국은행에서10만원짜리적금을가입했는데적금금액을바꿀수있을까.npz (skipped),gloss
153,VXPAKOKS240329070.json,VXPAKOKS240329070-10만원보다큰금액을모으길원한다면은행직원에게물어봐야해.npz (skipped),gloss
154,VXPAKOKS240329080.json,VXPAKOKS240329080-적금에가입해서오래유지하면신용점수가좋아지는데도움이될까.npz (skipped),gloss
155,VXPAKOKS240329090.json,VXPAKOKS240329090-적금을1년이상납입하면너의신용점수를올리는데도움이돼.npz (skipped),gloss
156,VXPAKOKS240329100.json,"VXPAKOKS240329100-결혼하려면돈을모아야하는데,적금에가입하는게돈모으는데도움이될까.npz (skipped)",gloss
157,VXPAKOKS240329110.json,VXPAKOKS240329110-3천만원이상돈을모아야결혼할수있으니까적금에가입하는게좋아.npz (skipped),gloss
158,VXPAKOKS240329120.json,VXPAKOKS240329120-은행에서적금을가입하는것보다인터넷에서적금을가입하는게좋은건가.npz (skipped),gloss
159,VXPAKOKS240329130.json,"VXPAKOKS240329130-적금은인터넷가입이간단하고이자율도높지만,은행에서도상담받을수있어.npz (skipped)",gloss
160,VXPAKOKS240329140.json,"VXPAKOKS240329140-은행의적금이자율이낮아졌다면,이자율이높은상품에다시가입해야할까.npz (skipped)",gloss
161,VXPAKOKS240329150.json,VXPAKOKS240329150-적금이자율이낮다면주식같은다른투자에대한정보를확인하는게좋아.npz (skipped),gloss
162,VXPAKOKS240329160.json,VXPAKOKS240329160-적금만기일이지나도돈을인출하지않았다면벌금을내야할까.npz (skipped),gloss
163,VXPAKOKS240329170.json,VXPAKOKS240329170-돈을인출하지않아도벌금은없지만적금만기날짜를기억하는게좋아.npz (skipped),gloss
164,VXPAKOKS240329180.json,"VXPAKOKS240329180-적금통장에직접돈을입금하는건불편한데,자동이체설정하는게좋은가.npz (skipped)",gloss
165,VXPAKOKS240329190.json,VXPAKOKS240329190-은행직원은자동이체를설정하면날짜를잊어버리지않고입금할수있다고말했어.npz (skipped),gloss
166,VXPAKOKS240329200.json,"VXPAKOKS240329200-자동차구입비용을모으려면,가입기간이2년이상인적금을만들어야할까.npz (skipped)",gloss
167,VXPAKOKS240329210.json,VXPAKOKS240329210-2년에서3년짜리적금을가입해야자동차구입비용을모을수있어.npz (skipped),gloss
168,VXPAKOKS240329220.json,VXPAKOKS240329220-적금가입할때계약서를자세히읽지못했다면만기때문제가생길까.npz (skipped),gloss
169,VXPAKOKS240329230.json,"VXPAKOKS240329230-중요한조건이있을수있으니까,은행에가서다시확인하는게좋겠다.npz (skipped)",gloss
170,VXPAKOKS240329240.json,VXPAKOKS240329240-적금이만기되면이자율이높은다른예금으로돈을옮기는게좋겠지.npz (skipped),gloss
171,VXPAKOKS240329250.json,VXPAKOKS240329250-다른예금으로돈을옮기는것도돈을모으는방법이니까그것도좋겠다.npz (skipped),gloss
172,VXPAKOKS240329260.json,VXPAKOKS240329260-돈을모으고싶다면적금납입하는기간을1년이상으로해야겠지.npz (skipped),gloss
173,VXPAKOKS240329270.json,VXPAKOKS240329270-적금납입기간이1년이상이면원금과이자는늘겠지만돈관리하기가불편해.npz (skipped),gloss
174,VXPAKOKS240329280.json,VXPAKOKS240329280-월급에서고정지출이생긴다는게부담스러운데적금을꼭만들어야합니까.npz (skipped),gloss
175,VXPAKOKS240329290.json,VXPAKOKS240329290-적금은은행상품을자세히모르는사람도가입할수있는안전한저축입니다.npz (skipped),gloss
176,VXPAKOKS240329300.json,"VXPAKOKS240329300-원금이보장되는안전한저축수단이고,저축한금액을잃을위험이없어요.npz (skipped)",gloss
177,VXPAKOKS240329310.json,VXPAKOKS240329310-스스로가정한금액을저축해야하므로저축습관을길러주는데도움이됩니다.npz (skipped),gloss
178,VXPAKOKS240329320.json,"VXPAKOKS240329320-적금에1년이상가입하면,1년전에비해자산이증가하는장점이있습니다.npz (skipped)",gloss
179,VXPAKOKS240329330.json,VXPAKOKS240329330-적금은예금보다높은이자율을제공하므로예금보다많은이자이익을얻을수있습니다.npz (skipped),gloss
180,VXPAKOKS240329340.json,VXPAKOKS240329340-적금은자산증가를원하는분들에게현명한선택이될수있습니다.npz (skipped),gloss
181,VXPAKOKS240329350.json,"VXPAKOKS240329350-적금의장점에는원금보호,강제저축효과,높은이자수익이있습니다.npz (skipped)",gloss
182,VXPAKOKS240329360.json,VXPAKOKS240329360-예금과적금중에서자산관리초보자에게알맞는상품은무엇입니까.npz (skipped),gloss
183,VXPAKOKS240329370.json,VXPAKOKS240329370-자산관리초보자가좋아하는저축상품은이자율이높은예금입니다.npz (skipped),gloss
184,VXPAKOKS240329380.json,VXPAKOKS240329380-초보자가좋아하는이유는예금에대해자세히공부하지않아도시작할수있기때문입니다.npz (skipped),gloss
185,VXPAKOKS240329390.json,"VXPAKOKS240329390-은행애플리케이션에입출금거래가있던데,입출금거래가무엇인지설명해주십시오.npz (skipped)",gloss
186,VXPAKOKS240329400.json,VXPAKOKS240329400-입출금거래는개인이나기업이은행계좌를통해돈을입금하거나출금하는것을말합니다.npz (skipped),gloss
187,VXPAKOKS240329410.json,"VXPAKOKS240329410-현금거래,온라인이체,자동이체방식으로입출금거래가이루어집니다.npz (skipped)",gloss
188,VXPAKOKS240329420.json,VXPAKOKS240329420-은행입출금거래시주의해야할점은무엇이있는지알고싶습니다.npz (skipped),gloss
189,VXPAKOKS240329430.json,VXPAKOKS240329430-은행거래시중요한것은개인정보와계좌정보를안전하게관리하는것입니다.npz (skipped),gloss
190,VXPAKOKS240329440.json,VXPAKOKS240329440-거래내용을자주확인하여잘못된거래가없는지점검하는것도중요합니다.npz (skipped),gloss
191,VXPAKOKS240329450.json,VXPAKOKS240329450-은행입출금거래를할때수수료가발생한다는데사실입니까.npz (skipped),gloss
